domain,ip,port,service,severity,description,recommendation,banner,,,,,
activesync.de.kaspersky.com,88.217.237.58,25,SMTP,Medium,SMTP может быть использован для спама,Настроить аутентификацию и фильтрацию,,,,,,
activesync.de.kaspersky.com,88.217.237.58,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
activesync.de.kaspersky.com,88.217.237.58,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
activesync.cn.kaspersky.com,119.254.74.51,25,SMTP,Medium,SMTP может быть использован для спама,Настроить аутентификацию и фильтрацию,,,,,,
activesync.cn.kaspersky.com,119.254.74.51,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
activesync.cn.kaspersky.com,119.254.74.51,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
activesync.us.kaspersky.com,77.74.176.132,25,SMTP,Medium,SMTP может быть использован для спама,Настроить аутентификацию и фильтрацию,,,,,,
activesync.us.kaspersky.com,77.74.176.132,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
activesync.us.kaspersky.com,77.74.176.132,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
analytics.newsvirus.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
analytics.newsvirus.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
analyticskaspersky.comvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
analyticskaspersky.comvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
activesync.uk.kaspersky.com,88.217.237.58,25,SMTP,Medium,SMTP может быть использован для спама,Настроить аутентификацию и фильтрацию,,,,,,
activesync.uk.kaspersky.com,88.217.237.58,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
activesync.uk.kaspersky.com,88.217.237.58,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
adfs.geo.kaspersky.com,93.159.230.168,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
activesync2010.eu.kaspersky.com,88.217.237.58,25,SMTP,Medium,SMTP может быть использован для спама,Настроить аутентификацию и фильтрацию,,,,,,
activesync2010.eu.kaspersky.com,88.217.237.58,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
activesync2010.eu.kaspersky.com,88.217.237.58,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
analyze.kaspersky.com,77.74.178.23,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
analyze.kaspersky.com,77.74.178.23,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
aes.geo.kaspersky.com,212.8.233.173,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
aes.geo.kaspersky.com,212.8.233.173,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
anti-theft.kaspersky.com,82.202.190.115,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
answers.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
answers.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antiapt.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antiapt.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus-free.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus-free.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus-9.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus-9.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus-nautilus.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus-nautilus.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
ai-cert.kaspersky.com,158.160.85.243,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
ai-cert.kaspersky.com,158.160.85.243,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus-v1.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus-v1.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus.17.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus.17.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus.20.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus.20.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus.admin1.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus.admin1.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus.backend.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus.backend.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus.bucky.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus.bucky.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus.akali.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus.akali.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus.euwe.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus.euwe.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antidrone.kaspersky.com,77.74.178.40,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus.jinx.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus.jinx.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus.june.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus.june.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus.nginx.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus.nginx.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus.kaspersky.com,77.74.178.18,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus.kaspersky.com,77.74.178.18,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus.merch.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus.merch.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus.oct.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus.oct.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus.staging.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus.staging.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
aist.kaspersky.com,158.160.85.243,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
aist.kaspersky.com,158.160.85.243,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus.promotion.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus.promotion.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antiviruseuropewest.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antiviruseuropewest.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus.server.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus.server.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirus.system.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirus.system.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antiviruseuwe.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antiviruseuwe.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirusnetherlands.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirusnetherlands.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antiviruss.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antiviruss.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
antivirustr.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
antivirustr.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
anzkjfd.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
anzkjfd.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
aktest.kaspersky.com,2.17.156.6,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
aktest.kaspersky.com,2.17.156.6,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
americas.activate.activation-v2.kaspersky.com,80.239.154.151,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
americas.activate.activation-v2.kaspersky.com,80.239.154.151,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
americas.activate.activation-v2.kaspersky.com,80.239.154.151,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
americas.activation-v2.kaspersky.com,80.239.154.151,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
americas.activation-v2.kaspersky.com,80.239.154.151,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
americas.activation-v2.kaspersky.com,80.239.154.151,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
americas.info-provider.activation-v2.kaspersky.com,80.239.154.152,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
americas.info-provider.activation-v2.kaspersky.com,80.239.154.152,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
americas.refresh-bkg.activation-v2.kaspersky.com,80.239.154.151,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
americas.refresh-bkg.activation-v2.kaspersky.com,80.239.154.151,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
americas.refresh-bkg.activation-v2.kaspersky.com,80.239.154.151,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
americas.lt.activation-v2.kaspersky.com,80.239.154.153,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
americas.lt.activation-v2.kaspersky.com,80.239.154.153,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
api-docs-comvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
api-docs-comvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
americas.simulate-bkg.activation-v2.kaspersky.com,80.239.154.151,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
americas.simulate-bkg.activation-v2.kaspersky.com,80.239.154.151,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
americas.simulate-bkg.activation-v2.kaspersky.com,80.239.154.151,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
api-docs.newvirus.kaspersky.comvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
api-docs.newvirus.kaspersky.comvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
api-docskaspersky.comvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
api-docskaspersky.comvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
api.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
api.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
americas.simulate.activation-v2.kaspersky.com,80.239.154.151,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
americas.simulate.activation-v2.kaspersky.com,80.239.154.151,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
americas.simulate.activation-v2.kaspersky.com,80.239.154.151,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
analytics.kaspersky.com,54.198.6.15,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
anti-apt.kaspersky.com,93.159.230.182,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
api1.newsvirus.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
api1.newsvirus.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
apac.activation-v2.kaspersky.com,80.239.154.151,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
apac.activation-v2.kaspersky.com,80.239.154.151,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
apac.activation-v2.kaspersky.com,80.239.154.151,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
apac.activate.activation-v2.kaspersky.com,80.239.154.151,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
apac.activate.activation-v2.kaspersky.com,80.239.154.151,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
apac.activate.activation-v2.kaspersky.com,80.239.154.151,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
api1.scannervirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
api1.scannervirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
apac.simulate.activation-v2.kaspersky.com,80.239.154.151,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
apac.simulate.activation-v2.kaspersky.com,80.239.154.151,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
apac.simulate.activation-v2.kaspersky.com,80.239.154.151,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
apac.refresh-bkg.activation-v2.kaspersky.com,80.239.154.151,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
apac.refresh-bkg.activation-v2.kaspersky.com,80.239.154.151,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
apac.refresh-bkg.activation-v2.kaspersky.com,80.239.154.151,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
apac.simulate-bkg.activation-v2.kaspersky.com,80.239.154.151,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
apac.simulate-bkg.activation-v2.kaspersky.com,80.239.154.151,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
apac.simulate-bkg.activation-v2.kaspersky.com,80.239.154.151,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
apollo.newvirus.kaspersky.comvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
apollo.newvirus.kaspersky.comvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
apac.info-provider.activation-v2.kaspersky.com,80.239.154.152,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
apac.info-provider.activation-v2.kaspersky.com,80.239.154.152,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
app-eupc2020.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
app-eupc2020.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
app.pulse.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
app.pulse.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
apac.lt.activation-v2.kaspersky.com,80.239.154.153,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
apac.lt.activation-v2.kaspersky.com,80.239.154.153,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
april-httpsvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
april-httpsvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
aprilantivirus.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
aprilantivirus.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
april-comvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
april-comvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
apacmailmbx1.kaspersky.com,218.213.152.59,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
apacmailmbx2.kaspersky.com,218.213.152.60,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
apacsalesbackoffice.kaspersky.com,93.159.231.84,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
apacsalesbackoffice.kaspersky.com,93.159.231.84,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
argentina-telefonica.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
argentina-telefonica.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
apacmailmbx3.kaspersky.com,218.213.152.61,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
as209030.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
as209030.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
atwm-ct.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
atwm-ct.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
atwm.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
atwm.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
auth.hq.uisstg.kaspersky.com,82.202.190.167,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
auth.socialization.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
auth.socialization.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
apacsbc1.kaspersky.com,202.163.6.5,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
auth.eu.uisstg.kaspersky.com,185.54.220.38,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
auth.uisstg.kaspersky.com,82.202.190.167,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
authorit.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
authorit.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
apc.kaspersky.com,77.68.20.158,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
auto-activation.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
auto-activation.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
api.sk.geo.kaspersky.com,51.250.76.188,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
api.korm.pite.kaspersky.com,77.74.179.219,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
api.korm.pite.kaspersky.com,77.74.179.219,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
api.demo.korm.kaspersky.com,77.74.179.214,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
api.demo.korm.kaspersky.com,77.74.179.214,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
api.korm.kaspersky.com,77.74.179.216,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
api.korm.kaspersky.com,77.74.179.216,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
api.test.korm.kaspersky.com,77.74.179.214,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
api.test.korm.kaspersky.com,77.74.179.214,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
api.vpn.geo.kaspersky.com,51.250.79.228,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
autoact1.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
autoact1.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
aps.kaspersky.com,77.74.176.141,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
apt-securelist-com-prod.sm.kaspersky.com,158.160.85.243,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
apt-securelist-com-prod.sm.kaspersky.com,158.160.85.243,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
autoactivation1.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
autoactivation1.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
apt-securelist-com.sm.kaspersky.com,158.160.85.243,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
apt-securelist-com.sm.kaspersky.com,158.160.85.243,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
arabic.kaspersky.com,158.160.120.164,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
arabic.kaspersky.com,158.160.120.164,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
apps.kaspersky.com,54.221.198.57,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
autoactivation2.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
autoactivation2.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
auth.ca.uis.kaspersky.com,94.158.243.37,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
auth.ca.uis.kaspersky.com,94.158.243.37,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
auth.hq.uis.kaspersky.com,77.74.179.130,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
auth.hq.uis.kaspersky.com,77.74.179.130,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
autoactivation3.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
autoactivation3.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
autoactivation6.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
autoactivation6.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
auyvzdi.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
